date,state,district,enrolments,updates,update_type,age_group,gender,center_type
2023-08-01,Gujarat,Ahmedabad,13317,6811,Address,31-45,Male,Urban
2023-08-01,Gujarat,Ahmedabad,18944,7839,Address,31-45,Female,Urban
2023-08-01,Gujarat,Ahmedabad,19802,6905,Biometrics,31-45,Female,Urban
2023-08-01,Gujarat,Ahmedabad,21637,7276,Biometrics,31-45,Male,Urban
2023-08-01,Gujarat,Ahmedabad,16135,6676,Mobile,31-45,Female,Urban
2023-08-01,Gujarat,Ahmedabad,17885,7843,Mobile,31-45,Male,Urban
2023-08-01,Gujarat,Surat,15153,6244,Address,18-30,Male,Urban
2023-08-01,Gujarat,Surat,16043,5898,Address,18-30,Female,Urban
2023-08-01,Gujarat,Surat,15684,5919,Biometrics,18-30,Male,Urban
2023-08-01,Gujarat,Surat,15614,6209,Biometrics,18-30,Female,Urban
2023-08-01,Gujarat,Surat,13771,7153,Mobile,18-30,Female,Urban
2023-08-01,Gujarat,Surat,14120,6533,Mobile,18-30,Male,Urban
2023-08-01,Karnataka,Bangalore,27305,9474,Address,31-45,Male,Urban
2023-08-01,Karnataka,Bangalore,21009,9142,Address,46-60,Female,Urban
2023-08-01,Karnataka,Bangalore,22510,10030,Address,46-60,Male,Urban
2023-08-01,Karnataka,Bangalore,23626,8239,Biometrics,31-45,Female,Urban
2023-08-01,Karnataka,Bangalore,19607,8277,Biometrics,46-60,Male,Urban
2023-08-01,Karnataka,Bangalore,25633,9103,Biometrics,46-60,Female,Urban
2023-08-01,Karnataka,Bangalore,26461,10223,Mobile,31-45,Female,Urban
2023-08-01,Karnataka,Bangalore,22208,9282,Mobile,46-60,Male,Urban
2023-08-01,Karnataka,Bangalore,20498,10327,Mobile,46-60,Female,Urban
2023-08-01,Kerala,Thiruvananthapuram,11567,3127,Address,46-60,Female,Urban
2023-08-01,Kerala,Thiruvananthapuram,14026,4688,Address,46-60,Male,Urban
2023-08-01,Kerala,Thiruvananthapuram,11600,3696,Biometrics,46-60,Male,Urban
2023-08-01,Kerala,Thiruvananthapuram,12996,4269,Biometrics,46-60,Female,Urban
2023-08-01,Kerala,Thiruvananthapuram,10581,3671,Mobile,46-60,Male,Urban
2023-08-01,Kerala,Thiruvananthapuram,14472,4225,Mobile,46-60,Female,Urban
2023-08-01,Maharashtra,Mumbai,26486,10694,Address,46-60,Male,Urban
2023-08-01,Maharashtra,Mumbai,27072,9593,Address,46-60,Female,Urban
2023-08-01,Maharashtra,Mumbai,32721,8819,Biometrics,46-60,Male,Urban
2023-08-01,Maharashtra,Mumbai,27615,10973,Biometrics,46-60,Female,Urban
2023-08-01,Maharashtra,Mumbai,25281,11307,Mobile,46-60,Female,Urban
2023-08-01,Maharashtra,Mumbai,29979,10787,Mobile,46-60,Male,Urban
2023-08-01,Maharashtra,Pune,21193,8434,Address,18-30,Male,Urban
2023-08-01,Maharashtra,Pune,15988,8203,Address,18-30,Female,Urban
2023-08-01,Maharashtra,Pune,20509,7194,Biometrics,18-30,Female,Urban
2023-08-01,Maharashtra,Pune,17903,9146,Biometrics,18-30,Male,Urban
2023-08-01,Maharashtra,Pune,22901,9120,Mobile,18-30,Female,Urban
2023-08-01,Maharashtra,Pune,19049,8320,Mobile,18-30,Male,Urban
2023-08-01,Rajasthan,Jaipur,18110,7299,Address,31-45,Female,Urban
2023-08-01,Rajasthan,Jaipur,19154,6705,Address,31-45,Male,Urban
2023-08-01,Rajasthan,Jaipur,16683,5909,Biometrics,31-45,Male,Urban
2023-08-01,Rajasthan,Jaipur,18268,5777,Biometrics,31-45,Female,Urban
2023-08-01,Rajasthan,Jaipur,18183,7042,Mobile,31-45,Male,Urban
2023-08-01,Rajasthan,Jaipur,19875,6713,Mobile,31-45,Female,Urban
2023-09-01,Assam,Guwahati,7208,2712,Address,61+,Female,Rural
2023-09-01,Assam,Guwahati,8175,2810,Address,61+,Male,Rural
2023-09-01,Assam,Guwahati,8577,3041,Biometrics,61+,Male,Rural
2023-09-01,Assam,Guwahati,8757,2713,Biometrics,61+,Female,Rural
2023-09-01,Assam,Guwahati,7932,2131,Biometrics,61+,Female,Urban
2023-09-01,Assam,Guwahati,9813,3180,Mobile,61+,Male,Rural
2023-09-01,Assam,Guwahati,8322,2390,Mobile,61+,Female,Rural
2023-09-01,Gujarat,Ahmedabad,18440,7046,Address,31-45,Male,Urban
2023-09-01,Gujarat,Ahmedabad,18932,6990,Address,31-45,Female,Urban
2023-09-01,Gujarat,Ahmedabad,19130,6294,Biometrics,31-45,Female,Urban
2023-09-01,Gujarat,Ahmedabad,13013,7988,Biometrics,31-45,Male,Urban
2023-09-01,Gujarat,Ahmedabad,18530,7040,Mobile,31-45,Female,Urban
2023-09-01,Gujarat,Ahmedabad,16838,5590,Mobile,31-45,Male,Urban
2023-09-01,Gujarat,Surat,13019,5498,Address,18-30,Male,Urban
2023-09-01,Gujarat,Surat,14252,5431,Address,18-30,Female,Urban
2023-09-01,Gujarat,Surat,14478,6951,Biometrics,18-30,Male,Urban
2023-09-01,Gujarat,Surat,15009,5621,Biometrics,18-30,Female,Urban
2023-09-01,Gujarat,Surat,16200,5871,Mobile,18-30,Female,Urban
2023-09-01,Gujarat,Surat,14687,6390,Mobile,18-30,Male,Urban
2023-09-01,Karnataka,Bangalore,27270,10923,Address,31-45,Male,Urban
2023-09-01,Karnataka,Bangalore,24578,10580,Address,46-60,Female,Urban
2023-09-01,Karnataka,Bangalore,23649,7784,Address,46-60,Male,Urban
2023-09-01,Karnataka,Bangalore,21984,10044,Biometrics,31-45,Female,Urban
2023-09-01,Karnataka,Bangalore,23581,8718,Biometrics,46-60,Male,Urban
2023-09-01,Karnataka,Bangalore,22883,10053,Biometrics,46-60,Female,Urban
2023-09-01,Karnataka,Bangalore,25348,10411,Mobile,31-45,Female,Urban
2023-09-01,Karnataka,Bangalore,24355,8879,Mobile,46-60,Male,Urban
2023-09-01,Karnataka,Bangalore,24767,7689,Mobile,46-60,Female,Urban
2023-09-01,Kerala,Thiruvananthapuram,12397,3618,Address,46-60,Female,Urban
2023-09-01,Kerala,Thiruvananthapuram,10597,4474,Address,46-60,Male,Urban
2023-09-01,Kerala,Thiruvananthapuram,10702,4189,Biometrics,46-60,Male,Urban
2023-09-01,Kerala,Thiruvananthapuram,13432,5112,Biometrics,46-60,Female,Urban
2023-09-01,Kerala,Thiruvananthapuram,8932,3006,Mobile,46-60,Male,Urban
2023-09-01,Kerala,Thiruvananthapuram,12472,4743,Mobile,46-60,Female,Urban
2023-09-01,Maharashtra,Mumbai,29005,12762,Address,46-60,Male,Urban
2023-09-01,Maharashtra,Mumbai,23983,11664,Address,46-60,Female,Urban
2023-09-01,Maharashtra,Mumbai,31696,9814,Biometrics,46-60,Male,Urban
2023-09-01,Maharashtra,Mumbai,26611,9968,Biometrics,46-60,Female,Urban
2023-09-01,Maharashtra,Mumbai,29174,10901,Mobile,46-60,Female,Urban
2023-09-01,Maharashtra,Mumbai,28982,10304,Mobile,46-60,Male,Urban
2023-09-01,Maharashtra,Pune,25191,8172,Address,18-30,Male,Urban
2023-09-01,Maharashtra,Pune,19478,8426,Address,18-30,Female,Urban
2023-09-01,Maharashtra,Pune,23136,7132,Biometrics,18-30,Female,Urban
2023-09-01,Maharashtra,Pune,19944,7680,Biometrics,18-30,Male,Urban
2023-09-01,Maharashtra,Pune,19923,8191,Mobile,18-30,Female,Urban
2023-09-01,Maharashtra,Pune,20739,9544,Mobile,18-30,Male,Urban
2023-09-01,Rajasthan,Jaipur,14699,6515,Address,31-45,Female,Urban
2023-09-01,Rajasthan,Jaipur,18959,7056,Address,31-45,Male,Urban
2023-09-01,Rajasthan,Jaipur,16589,5600,Biometrics,31-45,Male,Urban
2023-09-01,Rajasthan,Jaipur,17422,6912,Biometrics,31-45,Female,Urban
2023-09-01,Rajasthan,Jaipur,14621,7449,Mobile,31-45,Male,Urban
2023-09-01,Rajasthan,Jaipur,17694,6644,Mobile,31-45,Female,Urban
2023-10-01,Assam,Guwahati,9322,3100,Address,61+,Female,Rural
2023-10-01,Assam,Guwahati,10280,2865,Address,61+,Male,Rural
2023-10-01,Assam,Guwahati,7633,2873,Biometrics,61+,Male,Rural
2023-10-01,Assam,Guwahati,9723,3054,Biometrics,61+,Female,Rural
2023-10-01,Assam,Guwahati,8271,3114,Biometrics,61+,Female,Urban
2023-10-01,Assam,Guwahati,8221,3068,Mobile,61+,Male,Rural
2023-10-01,Assam,Guwahati,9432,2565,Mobile,61+,Female,Rural
2023-10-01,Gujarat,Ahmedabad,19299,6973,Address,31-45,Male,Urban
2023-10-01,Gujarat,Ahmedabad,18694,7114,Address,31-45,Female,Urban
2023-10-01,Gujarat,Ahmedabad,17629,7387,Biometrics,31-45,Female,Urban
2023-10-01,Gujarat,Ahmedabad,15671,7058,Biometrics,31-45,Male,Urban
2023-10-01,Gujarat,Ahmedabad,19810,7906,Mobile,31-45,Female,Urban
2023-10-01,Gujarat,Ahmedabad,18889,7648,Mobile,31-45,Male,Urban
2023-10-01,Gujarat,Surat,16756,6029,Address,18-30,Male,Urban
2023-10-01,Gujarat,Surat,17776,6552,Address,18-30,Female,Urban
2023-10-01,Gujarat,Surat,14668,7559,Biometrics,18-30,Male,Urban
2023-10-01,Gujarat,Surat,14570,5795,Biometrics,18-30,Female,Urban
2023-10-01,Gujarat,Surat,16053,6235,Mobile,18-30,Female,Urban
2023-10-01,Gujarat,Surat,16428,6370,Mobile,18-30,Male,Urban
2023-10-01,Karnataka,Bangalore,17976,9901,Address,31-45,Male,Urban
2023-10-01,Karnataka,Bangalore,20412,6857,Address,46-60,Female,Urban
2023-10-01,Karnataka,Bangalore,22014,9751,Address,46-60,Male,Urban
2023-10-01,Karnataka,Bangalore,22513,8672,Biometrics,31-45,Female,Urban
2023-10-01,Karnataka,Bangalore,23611,9001,Biometrics,46-60,Male,Urban
2023-10-01,Karnataka,Bangalore,24346,7889,Biometrics,46-60,Female,Urban
2023-10-01,Karnataka,Bangalore,22702,10217,Mobile,31-45,Female,Urban
2023-10-01,Karnataka,Bangalore,22701,8749,Mobile,46-60,Male,Urban
2023-10-01,Karnataka,Bangalore,19487,9413,Mobile,46-60,Female,Urban
2023-10-01,Kerala,Thiruvananthapuram,10260,3423,Address,46-60,Female,Urban
2023-10-01,Kerala,Thiruvananthapuram,15271,4586,Address,46-60,Male,Urban
2023-10-01,Kerala,Thiruvananthapuram,11615,4208,Biometrics,46-60,Male,Urban
2023-10-01,Kerala,Thiruvananthapuram,12651,5374,Biometrics,46-60,Female,Urban
2023-10-01,Kerala,Thiruvananthapuram,10228,3833,Mobile,46-60,Male,Urban
2023-10-01,Kerala,Thiruvananthapuram,12595,4628,Mobile,46-60,Female,Urban
2023-10-01,Maharashtra,Mumbai,31881,10658,Address,46-60,Male,Urban
2023-10-01,Maharashtra,Mumbai,30536,11577,Address,46-60,Female,Urban
2023-10-01,Maharashtra,Mumbai,25670,9789,Biometrics,46-60,Male,Urban
2023-10-01,Maharashtra,Mumbai,28599,9835,Biometrics,46-60,Female,Urban
2023-10-01,Maharashtra,Mumbai,24039,13400,Mobile,46-60,Female,Urban
2023-10-01,Maharashtra,Mumbai,29070,10460,Mobile,46-60,Male,Urban
2023-10-01,Maharashtra,Pune,23269,9431,Address,18-30,Male,Urban
2023-10-01,Maharashtra,Pune,18890,8971,Address,18-30,Female,Urban
2023-10-01,Maharashtra,Pune,21326,7789,Biometrics,18-30,Female,Urban
2023-10-01,Maharashtra,Pune,22142,8515,Biometrics,18-30,Male,Urban
2023-10-01,Maharashtra,Pune,24755,7267,Mobile,18-30,Female,Urban
2023-10-01,Maharashtra,Pune,21610,7474,Mobile,18-30,Male,Urban
2023-10-01,Rajasthan,Jaipur,18960,6148,Address,31-45,Female,Urban
2023-10-01,Rajasthan,Jaipur,18475,5978,Address,31-45,Male,Urban
2023-10-01,Rajasthan,Jaipur,16563,6951,Biometrics,31-45,Male,Urban
2023-10-01,Rajasthan,Jaipur,17285,5541,Biometrics,31-45,Female,Urban
2023-10-01,Rajasthan,Jaipur,20376,7044,Mobile,31-45,Male,Urban
2023-10-01,Rajasthan,Jaipur,16765,6420,Mobile,31-45,Female,Urban
2023-11-01,Assam,Guwahati,7985,3412,Address,61+,Female,Rural
2023-11-01,Assam,Guwahati,8750,2768,Address,61+,Male,Rural
2023-11-01,Assam,Guwahati,9646,2304,Biometrics,61+,Male,Rural
2023-11-01,Assam,Guwahati,7692,2986,Biometrics,61+,Female,Rural
2023-11-01,Assam,Guwahati,8755,3366,Biometrics,61+,Female,Urban
2023-11-01,Assam,Guwahati,7911,2866,Mobile,61+,Male,Rural
2023-11-01,Assam,Guwahati,9184,3219,Mobile,61+,Female,Rural
2023-11-01,Gujarat,Ahmedabad,20232,7345,Address,31-45,Male,Urban
2023-11-01,Gujarat,Ahmedabad,19066,9008,Address,31-45,Female,Urban
2023-11-01,Gujarat,Ahmedabad,18124,7015,Biometrics,31-45,Female,Urban
2023-11-01,Gujarat,Ahmedabad,20462,7756,Biometrics,31-45,Male,Urban
2023-11-01,Gujarat,Ahmedabad,19718,7639,Mobile,31-45,Female,Urban
2023-11-01,Gujarat,Ahmedabad,18054,8768,Mobile,31-45,Male,Urban
2023-11-01,Gujarat,Surat,14368,7469,Address,18-30,Male,Urban
2023-11-01,Gujarat,Surat,13138,6434,Address,18-30,Female,Urban
2023-11-01,Gujarat,Surat,16519,6591,Biometrics,18-30,Male,Urban
2023-11-01,Gujarat,Surat,14383,7159,Biometrics,18-30,Female,Urban
2023-11-01,Gujarat,Surat,14396,6882,Mobile,18-30,Female,Urban
2023-11-01,Gujarat,Surat,15668,6232,Mobile,18-30,Male,Urban
2023-11-01,Karnataka,Bangalore,22316,10096,Address,31-45,Male,Urban
2023-11-01,Karnataka,Bangalore,23284,9232,Address,46-60,Female,Urban
2023-11-01,Karnataka,Bangalore,25874,10158,Address,46-60,Male,Urban
2023-11-01,Karnataka,Bangalore,26795,8924,Biometrics,31-45,Female,Urban
2023-11-01,Karnataka,Bangalore,21493,8449,Biometrics,46-60,Male,Urban
2023-11-01,Karnataka,Bangalore,25481,9199,Biometrics,46-60,Female,Urban
2023-11-01,Karnataka,Bangalore,21934,9149,Mobile,31-45,Female,Urban
2023-11-01,Karnataka,Bangalore,24504,8214,Mobile,46-60,Male,Urban
2023-11-01,Karnataka,Bangalore,27919,11318,Mobile,46-60,Female,Urban
2023-11-01,Kerala,Thiruvananthapuram,11464,3369,Address,46-60,Female,Urban
2023-11-01,Kerala,Thiruvananthapuram,14810,4329,Address,46-60,Male,Urban
2023-11-01,Kerala,Thiruvananthapuram,10111,4418,Biometrics,46-60,Male,Urban
2023-11-01,Kerala,Thiruvananthapuram,13896,4551,Biometrics,46-60,Female,Urban
2023-11-01,Kerala,Thiruvananthapuram,10780,3325,Mobile,46-60,Male,Urban
2023-11-01,Kerala,Thiruvananthapuram,13715,4630,Mobile,46-60,Female,Urban
2023-11-01,Maharashtra,Mumbai,31330,10036,Address,46-60,Male,Urban
2023-11-01,Maharashtra,Mumbai,34621,9792,Address,46-60,Female,Urban
2023-11-01,Maharashtra,Mumbai,26032,11976,Biometrics,46-60,Male,Urban
2023-11-01,Maharashtra,Mumbai,31224,9549,Biometrics,46-60,Female,Urban
2023-11-01,Maharashtra,Mumbai,25575,9545,Mobile,46-60,Female,Urban
2023-11-01,Maharashtra,Mumbai,33585,12365,Mobile,46-60,Male,Urban
2023-11-01,Maharashtra,Pune,21134,9638,Address,18-30,Male,Urban
2023-11-01,Maharashtra,Pune,19500,7847,Address,18-30,Female,Urban
2023-11-01,Maharashtra,Pune,23425,12354,Biometrics,18-30,Female,Urban
2023-11-01,Maharashtra,Pune,22067,6849,Biometrics,18-30,Male,Urban
2023-11-01,Maharashtra,Pune,22344,8781,Mobile,18-30,Female,Urban
2023-11-01,Maharashtra,Pune,17899,7788,Mobile,18-30,Male,Urban
2023-11-01,Rajasthan,Jaipur,19188,7522,Address,31-45,Female,Urban
2023-11-01,Rajasthan,Jaipur,17784,7977,Address,31-45,Male,Urban
2023-11-01,Rajasthan,Jaipur,14539,6228,Biometrics,31-45,Male,Urban
2023-11-01,Rajasthan,Jaipur,16453,7109,Biometrics,31-45,Female,Urban
2023-11-01,Rajasthan,Jaipur,18614,8415,Mobile,31-45,Male,Urban
2023-11-01,Rajasthan,Jaipur,22294,7704,Mobile,31-45,Female,Urban
2023-12-01,Assam,Guwahati,10163,2843,Address,61+,Female,Rural
2023-12-01,Assam,Guwahati,9489,3229,Address,61+,Male,Rural
2023-12-01,Assam,Guwahati,10049,3339,Biometrics,61+,Male,Rural
2023-12-01,Assam,Guwahati,8795,2938,Biometrics,61+,Female,Rural
2023-12-01,Assam,Guwahati,9137,2975,Biometrics,61+,Female,Urban
2023-12-01,Assam,Guwahati,8819,3163,Mobile,61+,Male,Rural
2023-12-01,Assam,Guwahati,7987,2714,Mobile,61+,Female,Rural
2023-12-01,Gujarat,Ahmedabad,22557,8629,Address,31-45,Male,Urban
2023-12-01,Gujarat,Ahmedabad,20888,7496,Address,31-45,Female,Urban
2023-12-01,Gujarat,Ahmedabad,18757,7102,Biometrics,31-45,Female,Urban
2023-12-01,Gujarat,Ahmedabad,18472,6581,Biometrics,31-45,Male,Urban
2023-12-01,Gujarat,Ahmedabad,21650,7924,Mobile,31-45,Female,Urban
2023-12-01,Gujarat,Ahmedabad,20305,8059,Mobile,31-45,Male,Urban
2023-12-01,Gujarat,Surat,15501,7445,Address,18-30,Male,Urban
2023-12-01,Gujarat,Surat,14448,7369,Address,18-30,Female,Urban
2023-12-01,Gujarat,Surat,19223,7914,Biometrics,18-30,Male,Urban
2023-12-01,Gujarat,Surat,16919,7048,Biometrics,18-30,Female,Urban
2023-12-01,Gujarat,Surat,15258,6037,Mobile,18-30,Female,Urban
2023-12-01,Gujarat,Surat,16076,6611,Mobile,18-30,Male,Urban
2023-12-01,Karnataka,Bangalore,26944,9622,Address,31-45,Male,Urban
2023-12-01,Karnataka,Bangalore,19466,11689,Address,46-60,Female,Urban
2023-12-01,Karnataka,Bangalore,26333,9676,Address,46-60,Male,Urban
2023-12-01,Karnataka,Bangalore,25774,10138,Biometrics,31-45,Female,Urban
2023-12-01,Karnataka,Bangalore,19972,11428,Biometrics,46-60,Male,Urban
2023-12-01,Karnataka,Bangalore,24246,8850,Biometrics,46-60,Female,Urban
2023-12-01,Karnataka,Bangalore,23659,10222,Mobile,31-45,Female,Urban
2023-12-01,Karnataka,Bangalore,26044,10574,Mobile,46-60,Male,Urban
2023-12-01,Karnataka,Bangalore,21687,9839,Mobile,46-60,Female,Urban
2023-12-01,Kerala,Thiruvananthapuram,9700,4742,Address,46-60,Female,Urban
2023-12-01,Kerala,Thiruvananthapuram,9683,4150,Address,46-60,Male,Urban
2023-12-01,Kerala,Thiruvananthapuram,10854,4189,Biometrics,46-60,Male,Urban
2023-12-01,Kerala,Thiruvananthapuram,15294,4246,Biometrics,46-60,Female,Urban
2023-12-01,Kerala,Thiruvananthapuram,12102,3624,Mobile,46-60,Male,Urban
2023-12-01,Kerala,Thiruvananthapuram,9216,4338,Mobile,46-60,Female,Urban
2023-12-01,Maharashtra,Mumbai,30306,11724,Address,46-60,Male,Urban
2023-12-01,Maharashtra,Mumbai,29807,11012,Address,46-60,Female,Urban
2023-12-01,Maharashtra,Mumbai,24078,11580,Biometrics,46-60,Male,Urban
2023-12-01,Maharashtra,Mumbai,30128,10007,Biometrics,46-60,Female,Urban
2023-12-01,Maharashtra,Mumbai,33771,12284,Mobile,46-60,Female,Urban
2023-12-01,Maharashtra,Mumbai,32126,10599,Mobile,46-60,Male,Urban
2023-12-01,Maharashtra,Pune,25842,9916,Address,18-30,Male,Urban
2023-12-01,Maharashtra,Pune,20804,10661,Address,18-30,Female,Urban
2023-12-01,Maharashtra,Pune,22283,10063,Biometrics,18-30,Female,Urban
2023-12-01,Maharashtra,Pune,19803,9549,Biometrics,18-30,Male,Urban
2023-12-01,Maharashtra,Pune,25145,8083,Mobile,18-30,Female,Urban
2023-12-01,Maharashtra,Pune,22126,7686,Mobile,18-30,Male,Urban
2023-12-01,Rajasthan,Jaipur,20669,7547,Address,31-45,Female,Urban
2023-12-01,Rajasthan,Jaipur,14437,8259,Address,31-45,Male,Urban
2023-12-01,Rajasthan,Jaipur,21102,7570,Biometrics,31-45,Male,Urban
2023-12-01,Rajasthan,Jaipur,15410,6184,Biometrics,31-45,Female,Urban
2023-12-01,Rajasthan,Jaipur,17835,8596,Mobile,31-45,Male,Urban
2023-12-01,Rajasthan,Jaipur,19290,6209,Mobile,31-45,Female,Urban
2024-01-01,Assam,Guwahati,6401,2011,Address,61+,Female,Rural
2024-01-01,Assam,Guwahati,6129,1786,Address,61+,Male,Rural
2024-01-01,Assam,Guwahati,6505,1819,Biometrics,61+,Male,Rural
2024-01-01,Assam,Guwahati,5954,1641,Biometrics,61+,Female,Rural
2024-01-01,Assam,Guwahati,6458,2018,Biometrics,61+,Female,Urban
2024-01-01,Assam,Guwahati,5917,1860,Mobile,61+,Male,Rural
2024-01-01,Assam,Guwahati,7096,1919,Mobile,61+,Female,Rural
2024-01-01,Gujarat,Ahmedabad,15003,4969,Address,31-45,Male,Urban
2024-01-01,Gujarat,Ahmedabad,13920,4840,Address,31-45,Female,Urban
2024-01-01,Gujarat,Ahmedabad,16537,5976,Biometrics,31-45,Female,Urban
2024-01-01,Gujarat,Ahmedabad,16094,4973,Biometrics,31-45,Male,Urban
2024-01-01,Gujarat,Ahmedabad,16823,5333,Mobile,31-45,Female,Urban
2024-01-01,Gujarat,Ahmedabad,17046,4972,Mobile,31-45,Male,Urban
2024-01-01,Gujarat,Surat,13307,4690,Address,18-30,Male,Urban
2024-01-01,Gujarat,Surat,13328,3866,Address,18-30,Female,Urban
2024-01-01,Gujarat,Surat,12933,4086,Biometrics,18-30,Male,Urban
2024-01-01,Gujarat,Surat,11438,3891,Biometrics,18-30,Female,Urban
2024-01-01,Gujarat,Surat,13844,4568,Mobile,18-30,Female,Urban
2024-01-01,Gujarat,Surat,15035,5169,Mobile,18-30,Male,Urban
2024-01-01,Karnataka,Bangalore,22896,7117,Address,31-45,Male,Urban
2024-01-01,Karnataka,Bangalore,24641,7388,Address,46-60,Female,Urban
2024-01-01,Karnataka,Bangalore,25713,8126,Address,46-60,Male,Urban
2024-01-01,Karnataka,Bangalore,22025,7255,Biometrics,31-45,Female,Urban
2024-01-01,Karnataka,Bangalore,22889,8815,Biometrics,46-60,Male,Urban
2024-01-01,Karnataka,Bangalore,22051,8833,Biometrics,46-60,Female,Urban
2024-01-01,Karnataka,Bangalore,23650,8812,Mobile,31-45,Female,Urban
2024-01-01,Karnataka,Bangalore,21155,7940,Mobile,46-60,Male,Urban
2024-01-01,Karnataka,Bangalore,27875,10629,Mobile,46-60,Female,Urban
2024-01-01,Kerala,Thiruvananthapuram,11015,3492,Address,46-60,Female,Urban
2024-01-01,Kerala,Thiruvananthapuram,10717,3781,Address,46-60,Male,Urban
2024-01-01,Kerala,Thiruvananthapuram,10222,3162,Biometrics,46-60,Male,Urban
2024-01-01,Kerala,Thiruvananthapuram,10779,3491,Biometrics,46-60,Female,Urban
2024-01-01,Kerala,Thiruvananthapuram,10743,4181,Mobile,46-60,Male,Urban
2024-01-01,Kerala,Thiruvananthapuram,14024,4722,Mobile,46-60,Female,Urban
2024-01-01,Maharashtra,Mumbai,26137,8606,Address,46-60,Male,Urban
2024-01-01,Maharashtra,Mumbai,21169,8704,Address,46-60,Female,Urban
2024-01-01,Maharashtra,Mumbai,23217,8106,Biometrics,46-60,Male,Urban
2024-01-01,Maharashtra,Mumbai,31303,8714,Biometrics,46-60,Female,Urban
2024-01-01,Maharashtra,Mumbai,26653,8924,Mobile,46-60,Female,Urban
2024-01-01,Maharashtra,Mumbai,23274,7765,Mobile,46-60,Male,Urban
2024-01-01,Maharashtra,Pune,18622,7445,Address,18-30,Male,Urban
2024-01-01,Maharashtra,Pune,18754,6624,Address,18-30,Female,Urban
2024-01-01,Maharashtra,Pune,17836,6374,Biometrics,18-30,Female,Urban
2024-01-01,Maharashtra,Pune,19476,5013,Biometrics,18-30,Male,Urban
2024-01-01,Maharashtra,Pune,20318,6537,Mobile,18-30,Female,Urban
2024-01-01,Maharashtra,Pune,18645,7040,Mobile,18-30,Male,Urban
2024-01-01,Rajasthan,Jaipur,15712,5413,Address,31-45,Female,Urban
2024-01-01,Rajasthan,Jaipur,16520,4895,Address,31-45,Male,Urban
2024-01-01,Rajasthan,Jaipur,15007,5509,Biometrics,31-45,Male,Urban
2024-01-01,Rajasthan,Jaipur,16129,5633,Biometrics,31-45,Female,Urban
2024-01-01,Rajasthan,Jaipur,14429,5641,Mobile,31-45,Male,Urban
2024-01-01,Rajasthan,Jaipur,11831,5359,Mobile,31-45,Female,Urban
2024-02-01,Assam,Guwahati,8148,2237,Address,61+,Female,Rural
2024-02-01,Assam,Guwahati,6608,1866,Address,61+,Male,Rural
2024-02-01,Assam,Guwahati,7191,2016,Biometrics,61+,Male,Rural
2024-02-01,Assam,Guwahati,6495,2169,Biometrics,61+,Female,Rural
2024-02-01,Assam,Guwahati,7244,1993,Biometrics,61+,Female,Urban
2024-02-01,Assam,Guwahati,6542,1916,Mobile,61+,Male,Rural
2024-02-01,Assam,Guwahati,5863,2235,Mobile,61+,Female,Rural
2024-02-01,Gujarat,Ahmedabad,17548,5407,Address,31-45,Male,Urban
2024-02-01,Gujarat,Ahmedabad,21434,6554,Address,31-45,Female,Urban
2024-02-01,Gujarat,Ahmedabad,17893,5212,Biometrics,31-45,Female,Urban
2024-02-01,Gujarat,Ahmedabad,16535,5947,Biometrics,31-45,Male,Urban
2024-02-01,Gujarat,Ahmedabad,16284,5658,Mobile,31-45,Female,Urban
2024-02-01,Gujarat,Ahmedabad,15058,5279,Mobile,31-45,Male,Urban
2024-02-01,Gujarat,Surat,14739,5699,Address,18-30,Male,Urban
2024-02-01,Gujarat,Surat,10506,5235,Address,18-30,Female,Urban
2024-02-01,Gujarat,Surat,13095,4673,Biometrics,18-30,Male,Urban
2024-02-01,Gujarat,Surat,12776,4969,Biometrics,18-30,Female,Urban
2024-02-01,Gujarat,Surat,12357,4258,Mobile,18-30,Female,Urban
2024-02-01,Gujarat,Surat,12572,5331,Mobile,18-30,Male,Urban
2024-02-01,Karnataka,Bangalore,25929,8955,Address,31-45,Male,Urban
2024-02-01,Karnataka,Bangalore,22208,7054,Address,46-60,Female,Urban
2024-02-01,Karnataka,Bangalore,23358,11676,Address,46-60,Male,Urban
2024-02-01,Karnataka,Bangalore,20698,7652,Biometrics,31-45,Female,Urban
2024-02-01,Karnataka,Bangalore,23661,8894,Biometrics,46-60,Male,Urban
2024-02-01,Karnataka,Bangalore,20763,8743,Biometrics,46-60,Female,Urban
2024-02-01,Karnataka,Bangalore,23990,8267,Mobile,31-45,Female,Urban
2024-02-01,Karnataka,Bangalore,26417,8093,Mobile,46-60,Male,Urban
2024-02-01,Karnataka,Bangalore,21526,8015,Mobile,46-60,Female,Urban
2024-02-01,Kerala,Thiruvananthapuram,11464,4427,Address,46-60,Female,Urban
2024-02-01,Kerala,Thiruvananthapuram,12574,4414,Address,46-60,Male,Urban
2024-02-01,Kerala,Thiruvananthapuram,11259,4436,Biometrics,46-60,Male,Urban
2024-02-01,Kerala,Thiruvananthapuram,9982,3186,Biometrics,46-60,Female,Urban
2024-02-01,Kerala,Thiruvananthapuram,11295,3735,Mobile,46-60,Male,Urban
2024-02-01,Kerala,Thiruvananthapuram,10582,3404,Mobile,46-60,Female,Urban
2024-02-01,Maharashtra,Mumbai,30157,8457,Address,46-60,Male,Urban
2024-02-01,Maharashtra,Mumbai,27240,9220,Address,46-60,Female,Urban
